"siteID","order","family","genus","invertebrateLifeStage","lowest_id","mean_biomass_mg_m2","sd_biomass_mg_m2"
"COMO","Ephemeroptera","Baetidae",,"larva","Baetidae",0.0150529334074441,0.0239626965579025
"COMO","Ephemeroptera","Ephemerellidae","Drunella","larva","Drunella",0.322413363189844,0.553307376995266
"COMO","Ephemeroptera","Ephemerellidae","Ephemerella","larva","Ephemerella",0.252690398015053,0.484049076283452
"COMO","Ephemeroptera","Ephemerellidae",,"larva","Ephemerellidae",0.00834926502109841,0.00759467488820155
"COMO","Ephemeroptera","Heptageniidae","Cinygmula","larva","Cinygmula",0.204814271655627,0.235912101896778
"COMO","Ephemeroptera","Heptageniidae","Epeorus","larva","Epeorus",0.0904378791804377,0.109727596751594
"COMO","Ephemeroptera","Heptageniidae","Rhithrogena","larva","Rhithrogena",0.0349889490893603,0.0445090851028172
"COMO","Ephemeroptera","Heptageniidae",,"larva","Heptageniidae",0.0225543760838702,0.0618170550498544
"COMO","Ephemeroptera","Leptophlebiidae","Paraleptophlebia","larva","Paraleptophlebia",0.0166202878770068,0.0170698698552514
"COMO","Ephemeroptera","Leptophlebiidae",,"larva","Leptophlebiidae",0.0862845258168807,0.0755457039834157
"COMO","Ephemeroptera","Siphlonuridae","Siphlonurus","larva","Siphlonurus",0.60741164355611,0.929182667109962
"COMO","Plecoptera","Capniidae",,"larva","Capniidae",0.0317623206197906,0.068497249979473
"COMO","Plecoptera","Capniidae/Leuctridae","Capniidae/Leuctridae","larva","Capniidae/Leuctridae",0.00846,0
"COMO","Plecoptera","Chloroperlidae","Sweltsa","larva","Sweltsa",0.271263385956127,0.378575663445752
"COMO","Plecoptera","Chloroperlidae",,"larva","Chloroperlidae",0.0266763568979227,0.0394732961772034
"COMO","Plecoptera","Leuctridae","Paraleuctra","larva","Paraleuctra",0.719168002845656,0.254264285812275
"COMO","Plecoptera","Leuctridae",,"larva","Leuctridae",0.0681238880057917,0.131204893887614
"COMO","Plecoptera","Nemouridae","Amphinemura","larva","Amphinemura",0.00570698815417276,
"COMO","Plecoptera","Nemouridae","Malenka","larva","Malenka",0.0285349407708638,0
"COMO","Plecoptera","Nemouridae","Podmosta","larva","Podmosta",0.316520705100552,0.244770919722277
"COMO","Plecoptera","Nemouridae","Zapada","larva","Zapada",0.0938410291473678,0.160343215306233
"COMO","Plecoptera","Nemouridae",,"larva","Nemouridae",0.0645180532471347,0.102601463995464
"COMO","Plecoptera","Perlidae","Hesperoperla","larva","Hesperoperla",1.91481260526568,13.3324442713825
"COMO","Plecoptera","Perlidae",,"larva","Perlidae",0.0381515244365753,0.0559106045211402
"COMO","Plecoptera","Perlodidae","Cultus","larva","Cultus",0.0711760290771908,
"COMO","Plecoptera","Perlodidae","Isoperla","larva","Isoperla",0.206440612854393,0.338813516073378
"COMO","Plecoptera","Perlodidae","Kogotus","larva","Kogotus",0.527498253868295,0.599379704879739
"COMO","Plecoptera","Perlodidae","Megarcys","larva","Megarcys",0.187218383377846,0.201259542538612
"COMO","Plecoptera","Perlodidae","Skwala","larva","Skwala",0.0610141187378973,0.0616335672966977
"COMO","Plecoptera","Perlodidae",,"larva","Perlodidae",0.0738824090226756,0.0988110681000456
"COMO","Plecoptera","Taeniopterygidae",,"larva","Taeniopterygidae",0.011786735192716,0.0123298006848431
"COMO","Trichoptera","Brachycentridae",,"larva","Brachycentridae",0.000504,
"COMO","Trichoptera","Lepidostomatidae","Lepidostoma","larva","Lepidostoma",0.00689443301517744,0.00741700937344963
"COMO","Trichoptera","Limnephilidae","Asynarchus","larva","Asynarchus",0.526944723112161,0.524979086286583
"COMO","Trichoptera","Limnephilidae","Dicosmoecus","larva","Dicosmoecus",2.16741003150598,0.455038413634686
"COMO","Trichoptera","Limnephilidae",,"larva","Limnephilidae",0.0362527338960801,0.0506201295035559
"COMO","Trichoptera","Limnephilidae",,"pupa","Limnephilidae",10.4364258340645,
"COMO","Trichoptera","Rhyacophilidae","Rhyacophila","larva","Rhyacophila",0.181074791198624,0.273424471667502
"COMO","Trichoptera","Rhyacophilidae","Rhyacophila","pupa","Rhyacophila",0.184630314519436,
"COMO","Trichoptera","Thremmatidae sp.",,"larva","Thremmatidae sp.",0.001008,
"COMO","Trichoptera","Uenoidae","Neothremma","larva","Neothremma",0.0517805238501659,0.0868664992322054
"CUPE","Amphipoda","Hyalellidae","Hyalella","adult","Hyalella",0.0668444056472653,
"CUPE","Amphipoda","Hyalellidae","Hyalella","larva","Hyalella",0.000522,
"CUPE","Coleoptera","Elmidae","Dubiraphia","larva","Dubiraphia",0.25479058086105,
"CUPE","Coleoptera","Elmidae","Hexacylloepus","adult","Hexacylloepus",0.0306729503803797,0.0403998447282178
"CUPE","Coleoptera","Elmidae","Hexacylloepus","larva","Hexacylloepus",0.0655761774891726,0.105823064196859
"CUPE","Coleoptera","Elmidae","Neoelmis","adult","Neoelmis",0.0610254306063495,0.192280647997223
"CUPE","Coleoptera","Elmidae","Neoelmis","larva","Neoelmis",0.0988604646672654,0.20890342954812
"CUPE","Coleoptera","Elmidae","Phanocerus","adult","Phanocerus",0.0130358837504839,0.00677852773830666
"CUPE","Coleoptera","Elmidae","Phanocerus","larva","Phanocerus",0.0171687732087551,0.033259680510185
"CUPE","Coleoptera","Elmidae",,"larva","Elmidae",0.0386828368925286,0.0818627476133522
"CUPE","Coleoptera","Limnichidae","Limnichoderus","adult","Limnichoderus",0.000693,
"CUPE","Decapoda","Atyidae","Atya","adult","Atya",2364.74408245084,
"CUPE","Decapoda","Atyidae","Xiphocaris","adult","Xiphocaris",3488.74509099131,
"CUPE","Decapoda","Atyidae","Xiphocaris","none","Xiphocaris",852.372388264775,
"CUPE","Decapoda","Palaemonidae","Macrobrachium","adult","Macrobrachium",174.540352167195,231.519898423536
"CUPE","Decapoda","Palaemonidae","Macrobrachium","none","Macrobrachium",1650.97528105406,
"CUPE","Decapoda","Pseudothelphusidae","Epilobocera","adult","Epilobocera",4.19535043412722,8.11838848541723
"CUPE","Decapoda","Pseudothelphusidae","Epilobocera","larva","Epilobocera",0.136360293156277,0.092354041680949
"CUPE","Decapoda","Pseudothelphusidae","Epilobocera","none","Epilobocera",7.12495774156293,14.6587725916766
"CUPE","Decapoda","Pseudothelphusidae","Epilobocera","unknown","Epilobocera",0.492726711947436,0.507245079037531
"CUPE","Diptera","Blephariceridae","Paltostoma","larva","Paltostoma",0.00887410013445627,0.0132773807090669
"CUPE","Diptera","Blephariceridae","Paltostoma","pupa","Paltostoma",0.0093956756233605,
"CUPE","Diptera","Blephariceridae",,"larva","Blephariceridae",0.0130975217508621,0.0117497851642722
"CUPE","Diptera","Blephariceridae",,"pupa","Blephariceridae",0.0129931421712797,
"CUPE","Diptera","Ceratopogonidae","Atrichopogon","larva","Atrichopogon",0.000470793879939459,0.000518178997025773
"CUPE","Diptera","Ceratopogonidae","Bezzia/Palpomyia","larva","Bezzia/Palpomyia",0.0365536352744781,0.0274662449428252
"CUPE","Diptera","Ceratopogonidae","Dasyhelea","larva","Dasyhelea",0.00822887299539623,0.00551552594703106
"CUPE","Diptera","Ceratopogonidae","Forcipomyia","larva","Forcipomyia",0.00145396939969729,
"CUPE","Diptera","Ceratopogonidae","Sphaeromias","larva","Sphaeromias",0.0607156659815465,
"CUPE","Diptera","Ceratopogonidae",,"larva","Ceratopogonidae",0.0205908198196429,0.0295662038061523
"CUPE","Diptera","Ceratopogonidae",,"pupa","Ceratopogonidae",0.000675,
"CUPE","Diptera","Chironomidae","Ablabesmyia","larva","Ablabesmyia",0.0157726813735826,0.0126307740195058
"CUPE","Diptera","Chironomidae","Ablabesmyia","pupa","Ablabesmyia",0.00433104739042657,
"CUPE","Diptera","Chironomidae","Apedilum","larva","Apedilum",0.00433104739042657,
"CUPE","Diptera","Chironomidae","Brillia","larva","Brillia",0.00156646939969729,0.00189712421856041
"CUPE","Diptera","Chironomidae","Cardiocladius","larva","Cardiocladius",0.0152364557155218,0.0173355412891715
"CUPE","Diptera","Chironomidae","Cladotanytarsus","pupa","Cladotanytarsus",0.00145396939969729,
"CUPE","Diptera","Chironomidae","Coelotanypus","larva","Coelotanypus",0.0171320672216757,
"CUPE","Diptera","Chironomidae","Corynoneura","larva","Corynoneura",0.00276603755157187,0.00726976534805789
"CUPE","Diptera","Chironomidae","Corynoneura","pupa","Corynoneura",0.00145145579027439,0.00215432855022084
"CUPE","Diptera","Chironomidae","Cricotopus","larva","Cricotopus",0.0298841947237555,0.0685217605893664
"CUPE","Diptera","Chironomidae","Cricotopus","pupa","Cricotopus",0.00831660456931692,0.00648609531636765
"CUPE","Diptera","Chironomidae","Cricotopus/Orthocladius","larva","Cricotopus/Orthocladius",0.00741507298988059,0.0153217494358035
"CUPE","Diptera","Chironomidae","Dicrotendipes","larva","Dicrotendipes",0.0281870268700815,
"CUPE","Diptera","Chironomidae","Djalmabatista","larva","Djalmabatista",0.00433104739042657,
"CUPE","Diptera","Chironomidae","Labrundinia","larva","Labrundinia",0.00296236492695105,0.00237062756616814
"CUPE","Diptera","Chironomidae","Larsia","larva","Larsia",0.0116399670866308,0.0107029955668039
"CUPE","Diptera","Chironomidae","Limnophyes","larva","Limnophyes",0.0054503603235581,0.00664684393431434
"CUPE","Diptera","Chironomidae","Micropsectra","larva","Micropsectra",0.0209750987455229,0.0338805084066998
"CUPE","Diptera","Chironomidae","Onconeura","larva","Onconeura",0.0028319077551205,0.00580364205866404
"CUPE","Diptera","Chironomidae","Onconeura","pupa","Onconeura",0.000875793879939459,0.000840284929164595
"CUPE","Diptera","Chironomidae","Orthocladius","larva","Orthocladius",0.0167234152883449,0.0216986744074078
"CUPE","Diptera","Chironomidae","Parametriocnemus","larva","Parametriocnemus",0.0138504748624077,0.0189633246998933
"CUPE","Diptera","Chironomidae","Parametriocnemus","pupa","Parametriocnemus",0.00759034620674218,0.00749741089937246
"CUPE","Diptera","Chironomidae","Paratanytarsus","larva","Paratanytarsus",0.0103892532224986,0.0103239521061595
"CUPE","Diptera","Chironomidae","Paratendipes","larva","Paratendipes",0.0093956756233605,
"CUPE","Diptera","Chironomidae","Pentaneura","larva","Pentaneura",0.012624385807474,0.0142293296653739
"CUPE","Diptera","Chironomidae","Pentaneura","pupa","Pentaneura",0.00446322642676269,0.00163839448817266
"CUPE","Diptera","Chironomidae","Polypedilum","larva","Polypedilum",0.00770492147725424,0.0096625565956238
"CUPE","Diptera","Chironomidae","Polypedilum","pupa","Polypedilum",0.0086775251851858,0.00610320407174172
"CUPE","Diptera","Chironomidae","Pseudochironomus","larva","Pseudochironomus",0.000225,
"CUPE","Diptera","Chironomidae","Psilometriocnemus","larva","Psilometriocnemus",0.00145396939969729,
"CUPE","Diptera","Chironomidae","Rheocricotopus","larva","Rheocricotopus",0.0109099606583969,0.0163867122710738
"CUPE","Diptera","Chironomidae","Rheotanytarsus","larva","Rheotanytarsus",0.0157894515647402,0.0344349252829383
"CUPE","Diptera","Chironomidae","Rheotanytarsus","pupa","Rheotanytarsus",0.00225888255786819,0.00231261870245455
"CUPE","Diptera","Chironomidae","Stempellinella","larva","Stempellinella",0.00270540557274222,0.0059348659969232
"CUPE","Diptera","Chironomidae","Stempellinella","pupa","Stempellinella",0.000225,
"CUPE","Diptera","Chironomidae","Stenochironomus","larva","Stenochironomus",0.021318905710856,0.0249696871452891
"CUPE","Diptera","Chironomidae","Stenochironomus","pupa","Stenochironomus",0.018791351246721,
"CUPE","Diptera","Chironomidae","Tanytarsus","larva","Tanytarsus",0.0180759924160327,0.0585317491763937
"CUPE","Diptera","Chironomidae","Tanytarsus","pupa","Tanytarsus",0.00225595409954594,0.00230841963327148
"CUPE","Diptera","Chironomidae","Thienemanniella","larva","Thienemanniella",0.00845859844156859,0.0143611721292936
"CUPE","Diptera","Chironomidae","Thienemanniella","pupa","Thienemanniella",0.00187425164424173,0.0022314452786647
"CUPE","Diptera","Chironomidae","Thienemannimyia","larva","Thienemannimyia",0.00766061821012639,0.0034841325125263
"CUPE","Diptera","Chironomidae","Tokunagaia","pupa","Tokunagaia",0.000675,
"CUPE","Diptera","Chironomidae","Trissopelopia","larva","Trissopelopia",0.0132638714225181,0.00547045496108329
"CUPE","Diptera","Chironomidae","Xestochironomus","larva","Xestochironomus",0.0251756788767445,0.0263132007104129
"CUPE","Diptera","Chironomidae","Zavrelimyia","larva","Zavrelimyia",0.0102150976384462,0.0102995518115438
"CUPE","Diptera","Chironomidae","Zavrelimyia","pupa","Zavrelimyia",0.00507346249460788,0.00104993350924383
"CUPE","Diptera","Chironomidae",,"adult","Chironomidae",0.00290793879939459,
"CUPE","Diptera","Chironomidae",,"larva","Chironomidae",0.00958868966335649,0.0222251103398504
"CUPE","Diptera","Chironomidae",,"pupa","Chironomidae",0.00209270815264237,0.00326644653601517
"CUPE","Diptera","Corethrellidae","Corethrella","larva","Corethrella",0.00243459791439938,0.00247371395563105
"CUPE","Diptera","Dixidae","Dixella","larva","Dixella",0.0102181837193127,0.00529244255131507
"CUPE","Diptera","Dixidae",,"larva","Dixidae",0.00045,0.000318198051533946
"CUPE","Diptera","Dixidae",,"pupa","Dixidae",0.000225,
"CUPE","Diptera","Empididae","Hemerodromia","larva","Hemerodromia",0.00436415607468824,0.00704824235438684
"CUPE","Diptera","Empididae","Hemerodromia","pupa","Hemerodromia",0.00433104739042657,
"CUPE","Diptera","Empididae",,"larva","Empididae",0.00299058876724613,0.00616975798251261
"CUPE","Diptera","Empididae",,"pupa","Empididae",0.00280689273159273,0.00168683517625291
"CUPE","Diptera","Limoniidae sp.",,"larva","Limoniidae sp.",0.0175046757291985,0.00830157829832971
"CUPE","Diptera","Psychodidae","Maruina","larva","Maruina",0.000823173237082588,0.000897777968129449
"CUPE","Diptera","Psychodidae","Pericoma/Telmatoscopus","larva","Pericoma/Telmatoscopus",0.000225,
"CUPE","Diptera","Psychodidae",,"larva","Psychodidae",0.00114672704977297,0.000614484699848647
"CUPE","Diptera","Simuliidae","Simulium","larva","Simulium",0.0333087149362782,0.0860302096916054
"CUPE","Diptera","Simuliidae","Simulium","pupa","Simulium",0.0036330996267997,0.00214004365619753
"CUPE","Diptera","Simuliidae",,"larva","Simuliidae",0.0256992398795497,0.0595821502512197
"CUPE","Diptera","Simuliidae",,"pupa","Simuliidae",0.0129931421712797,
"CUPE","Diptera","Tipulidae","Cryptolabis","larva","Cryptolabis",0.0341488536759605,0.0425845951287957
"CUPE","Diptera","Tipulidae","Gonomyia","larva","Gonomyia",0.00433104739042657,
"CUPE","Diptera","Tipulidae","Hexatoma","larva","Hexatoma",0.0852860237092342,0.0810507541200204
"CUPE","Diptera","Tipulidae",,"larva","Tipulidae",0.0227566095874195,0.0181175943991988
"CUPE","Diptera","Tipulidae",,"pupa","Tipulidae",0.0124572667170291,0.012097964369445
"CUPE","Ephemeroptera","Baetidae","Americabaetis","larva","Americabaetis",0.00455006714838676,
"CUPE","Ephemeroptera","Baetidae","Callibaetis","larva","Callibaetis",0.0143452543028135,
"CUPE","Ephemeroptera","Baetidae","Caribaetis","larva","Caribaetis",0.0245956177895157,0.0281357925145332
"CUPE","Ephemeroptera","Baetidae","Cloeodes","larva","Cloeodes",0.02202847752481,0.0275878406751896
"CUPE","Ephemeroptera","Baetidae","Fallceon","larva","Fallceon",0.0247262848679614,0.0379183810523828
"CUPE","Ephemeroptera","Baetidae","Labiobaetis","larva","Labiobaetis",0.0209933694536162,0.0207788077449722
"CUPE","Ephemeroptera","Baetidae","Paracloeodes","larva","Paracloeodes",0.0217142506308373,0.0333901002072514
"CUPE","Ephemeroptera","Baetidae",,"larva","Baetidae",0.00662632085980877,0.0122540183259452
"CUPE","Ephemeroptera","Leptophlebiidae","Borinquena","larva","Borinquena",0.119131174653696,0.194341784425726
"CUPE","Ephemeroptera","Leptophlebiidae","Farrodes","larva","Farrodes",0.10677778873055,0.131332861492448
"CUPE","Ephemeroptera","Leptophlebiidae","Hagenulopsis","larva","Hagenulopsis",0.0271836850255548,0.0273348966675657
"CUPE","Ephemeroptera","Leptophlebiidae","Neohagenulus","larva","Neohagenulus",0.235846075558997,0.257984058582568
"CUPE","Ephemeroptera","Leptophlebiidae",,"larva","Leptophlebiidae",0.0514233929986497,0.102376462501391
"CUPE","Hemiptera","Veliidae","Rhagovelia","adult","Rhagovelia",0.0230277080436449,0.0185183960176728
"CUPE","Hemiptera","Veliidae","Rhagovelia","larva","Rhagovelia",0.0430227613247571,
"CUPE","Hemiptera","Veliidae",,"adult","Veliidae",0.00646669343696327,0
"CUPE","Hemiptera","Veliidae",,"larva","Veliidae",0.001296,0.000561184461652316
"CUPE","Trichoptera","Calamoceratidae","Phylloicus","larva","Phylloicus",0.0256272608084079,0.0500793926705748
"CUPE","Trichoptera","Glossosomatidae","Cariboptila","larva","Cariboptila",0.0190690704066447,0.0283849857148999
"CUPE","Trichoptera","Glossosomatidae",,"larva","Glossosomatidae",0.00598678171199614,0.0083829704218309
"CUPE","Trichoptera","Glossosomatidae",,"pupa","Glossosomatidae",0.0164237502294338,0.0332057628782775
"CUPE","Trichoptera","Helicopsychidae","Helicopsyche","larva","Helicopsyche",0.0076276234681771,0.0137607208670756
"CUPE","Trichoptera","Helicopsychidae","Helicopsyche","pupa","Helicopsyche",0.011401914462615,0
"CUPE","Trichoptera","Hydrobiosidae","Atopsyche","larva","Atopsyche",0.0892329132538688,0.184860653194643
"CUPE","Trichoptera","Hydrobiosidae","Atopsyche","pupa","Atopsyche",0.285969032057206,0.208209198680032
"CUPE","Trichoptera","Hydropsychidae","Smicridea","larva","Smicridea",0.0687879040282261,0.07291525237618
"CUPE","Trichoptera","Hydropsychidae",,"larva","Hydropsychidae",0.00266142581344657,0.00261127961148472
"CUPE","Trichoptera","Hydropsychidae",,"pupa","Hydropsychidae",0.0486190399395919,
"CUPE","Trichoptera","Hydroptilidae","Alisotrichia","larva","Alisotrichia",0.00788672633184423,0.0149091598988703
"CUPE","Trichoptera","Hydroptilidae","Hydroptila","larva","Hydroptila",0.00857020634903345,0.00900523753706168
"CUPE","Trichoptera","Hydroptilidae","Leucotrichia","larva","Leucotrichia",0.010718421574465,0.0201843304428675
"CUPE","Trichoptera","Hydroptilidae","Metrichia","larva","Metrichia",0.00620479853019663,0.00450083442388712
"CUPE","Trichoptera","Hydroptilidae","Neotrichia","larva","Neotrichia",0.00101669339599861,0.00100126506556356
"CUPE","Trichoptera","Hydroptilidae","Ochrotrichia","larva","Ochrotrichia",0.00721248112797493,
"CUPE","Trichoptera","Hydroptilidae","Oxyethira","larva","Oxyethira",0.001008,
"CUPE","Trichoptera","Hydroptilidae",,"larva","Hydroptilidae",0.00150640775133012,0.00245365885923759
"CUPE","Trichoptera","Hydroptilidae",,"pupa","Hydroptilidae",0.00601040093997911,0.00208206396038071
"CUPE","Trichoptera","Leptoceridae",,"larva","Leptoceridae",0.00385847861565374,0.00516736014172806
"CUPE","Trichoptera","Philopotamidae","Chimarra","larva","Chimarra",0.0724891535667195,0.157309593081967
"CUPE","Trichoptera","Polycentropodidae","Antillopsyche","larva","Antillopsyche",0.044779818679995,0.100604174358595
"CUPE","Trichoptera","Polycentropodidae","Cernotina","larva","Cernotina",0.0258035138995013,
"CUPE","Trichoptera","Polycentropodidae","Polycentropus","larva","Polycentropus",0.0606032050239416,0.0616834680916754
"CUPE","Trichoptera","Polycentropodidae",,"larva","Polycentropodidae",0.0548702959502702,0.163196679299221
"CUPE","Trichoptera","Polycentropodidae",,"pupa","Polycentropodidae",0.160425973217328,0.0481542356076724
"CUPE","Trichoptera","Xiphocentronidae","Xiphocentron","larva","Xiphocentron",0.0279505137862113,0.0367215011461891
"FLNT","Coleoptera","Elmidae","Dubiraphia","larva","Dubiraphia",0.0010626,
"FLNT","Coleoptera","Elmidae","Stenelmis","adult","Stenelmis",0.00433153085547561,
"FLNT","Coleoptera","Elmidae","Stenelmis","larva","Stenelmis",0.0336412717403116,0.0756800559139691
"FLNT","Coleoptera","Elmidae",,"larva","Elmidae",0.0005313,0.0001771
"FLNT","Diptera","Ceratopogonidae","Bezzia/Palpomyia","larva","Bezzia/Palpomyia",0.00412960515690854,0.00427485920844701
"FLNT","Diptera","Ceratopogonidae",,"larva","Ceratopogonidae",0.0073643921105548,0.00896912403621148
"FLNT","Diptera","Chironomidae","Ablabesmyia","larva","Ablabesmyia",0.00213841537981588,0.00273672255763675
"FLNT","Diptera","Chironomidae","Brillia","larva","Brillia",5.75e-05,
"FLNT","Diptera","Chironomidae","Chernovskiia","larva","Chernovskiia",0.0139496778484772,0.0182940500041688
"FLNT","Diptera","Chironomidae","Cladopelma","larva","Cladopelma",0.00240111710374768,
"FLNT","Diptera","Chironomidae","Cladotanytarsus","larva","Cladotanytarsus",0.000934304563821776,0.00138124752939113
"FLNT","Diptera","Chironomidae","Coelotanypus","larva","Coelotanypus",0.0011068232219979,
"FLNT","Diptera","Chironomidae","Corynoneura","larva","Corynoneura",0.000473754710126581,0.000585600983124337
"FLNT","Diptera","Chironomidae","Cricotopus","larva","Cricotopus",5.75e-05,0
"FLNT","Diptera","Chironomidae","Cricotopus/Orthocladius","larva","Cricotopus/Orthocladius",0.00039834829492458,0.000494977750995614
"FLNT","Diptera","Chironomidae","Cryptochironomus","larva","Cryptochironomus",0.00242078144200835,0.00232909885807062
"FLNT","Diptera","Chironomidae","Cryptotendipes","larva","Cryptotendipes",0.00157212850957426,0.00117236691293266
"FLNT","Diptera","Chironomidae","Demicryptochironomus","larva","Demicryptochironomus",0.0195786392947249,0.0215972106661706
"FLNT","Diptera","Chironomidae","Dicrotendipes","larva","Dicrotendipes",0.001293170094482,0.00102752580121893
"FLNT","Diptera","Chironomidae","Eukiefferiella","larva","Eukiefferiella",0.000924981568699371,0.000257162932299129
"FLNT","Diptera","Chironomidae","Eukiefferiella","pupa","Eukiefferiella",0.0011068232219979,
"FLNT","Diptera","Chironomidae","Krenosmittia","larva","Krenosmittia",0.00037156995770042,
"FLNT","Diptera","Chironomidae","Labrundinia","larva","Labrundinia",0.00152526084463629,0.000955781300447857
"FLNT","Diptera","Chironomidae","Larsia","larva","Larsia",0.0011068232219979,
"FLNT","Diptera","Chironomidae","Lopescladius","larva","Lopescladius",0.00558862694618645,0.0114020137395265
"FLNT","Diptera","Chironomidae","Lopescladius","pupa","Lopescladius",0.000805068241684243,0.00106184960013248
"FLNT","Diptera","Chironomidae","Nilotanypus","larva","Nilotanypus",0.00021968998590014,0.000134637316058886
"FLNT","Diptera","Chironomidae","Orthocladius","larva","Orthocladius",0.0011068232219979,
"FLNT","Diptera","Chironomidae","Paracladopelma","larva","Paracladopelma",0.0012269342542119,0.00129217061556876
"FLNT","Diptera","Chironomidae","Paralauterborniella","larva","Paralauterborniella",0.00045266495065049,0.000411859844291214
"FLNT","Diptera","Chironomidae","Paratendipes","larva","Paratendipes",0.00230738177387174,0.000132561774784069
"FLNT","Diptera","Chironomidae","Polypedilum","larva","Polypedilum",0.00184847063231339,0.00235435881637776
"FLNT","Diptera","Chironomidae","Polypedilum","pupa","Polypedilum",0.0011068232219979,
"FLNT","Diptera","Chironomidae","Procladius","larva","Procladius",0.000616654379132914,0.000424498670064702
"FLNT","Diptera","Chironomidae","Pseudochironomus","larva","Pseudochironomus",0.00594781668819549,0.00854544145032461
"FLNT","Diptera","Chironomidae","Rheosmittia","larva","Rheosmittia",0.000726577466989562,0.000737315716532114
"FLNT","Diptera","Chironomidae","Rheosmittia","pupa","Rheosmittia",5.75e-05,
"FLNT","Diptera","Chironomidae","Rheotanytarsus","larva","Rheotanytarsus",0.000883534350933194,0.000740098906351329
"FLNT","Diptera","Chironomidae","Robackia","larva","Robackia",0.00796068419277426,0.0111945601497563
"FLNT","Diptera","Chironomidae","Stempellina","larva","Stempellina",0.00061485493655063,0.000706901630489043
"FLNT","Diptera","Chironomidae","Stenochironomus","larva","Stenochironomus",0.000426441073999301,0.000589929201672873
"FLNT","Diptera","Chironomidae","Stictochironomus","larva","Stictochironomus",0.114289730551098,0.240703976155641
"FLNT","Diptera","Chironomidae","Synorthocladius","larva","Synorthocladius",0.00026687997180028,0.000181328374622712
"FLNT","Diptera","Chironomidae","Tanytarsus","larva","Tanytarsus",0.0008413630253705,0.000691651211500693
"FLNT","Diptera","Chironomidae","Tanytarsus","pupa","Tanytarsus",0.00037156995770042,
"FLNT","Diptera","Chironomidae","Thienemanniella","larva","Thienemanniella",0.000154813991540084,0.000130212445241062
"FLNT","Diptera","Chironomidae","Thienemanniella","pupa","Thienemanniella",0.00037156995770042,
"FLNT","Diptera","Chironomidae","Thienemannimyia","larva","Thienemannimyia",0.00559003927359589,0.0049965298668075
"FLNT","Diptera","Chironomidae","Tvetenia","larva","Tvetenia",0.00026687997180028,0.000181328374622712
"FLNT","Diptera","Chironomidae",,"larva","Chironomidae",0.00152793299699435,0.00407808492021004
"FLNT","Diptera","Simuliidae","Simulium","larva","Simulium",0.00470840938831277,0.00798121855781584
"FLNT","Diptera","Simuliidae","Simulium","pupa","Simulium",0.00350625464484392,0.00443311359832159
"FLNT","Diptera","Simuliidae",,"larva","Simuliidae",8.625e-05,4.06586399182265e-05
"FLNT","Diptera","Tabanidae",,"larva","Tabanidae",0.00240111710374768,
"FLNT","Ephemeroptera","Baetidae","Baetis","larva","Baetis",0.00116279493792106,
"FLNT","Ephemeroptera","Baetidae","Iswaeon","larva","Iswaeon",0.00780591166091073,0.000670185617839917
"FLNT","Ephemeroptera","Caenidae","Caenis","larva","Caenis",0.00110746655146389,0.00133752889030897
"FLNT","Ephemeroptera","Ephemeridae",,"larva","Ephemeridae",0.00148939493792106,0.00118255822199569
"FLNT","Ephemeroptera","Heptageniidae","Maccaffertium","larva","Maccaffertium",0.00116279493792106,
"FLNT","Ephemeroptera","Heptageniidae","Stenacron","larva","Stenacron",0.00366600943294122,
"FLNT","Ephemeroptera","Heptageniidae",,"larva","Heptageniidae",0.000530725,0.00073485
"FLNT","Ephemeroptera","Leptohyphidae","Tricorythodes","larva","Tricorythodes",0.00148939493792106,0.000729923466864704
"FLNT","Ephemeroptera","Leptohyphidae",,"larva","Leptohyphidae",0.0001633,
"FLNT","Plecoptera","Capniidae",,"larva","Capniidae",0.0002162,
"FLNT","Plecoptera","Leuctridae",,"larva","Leuctridae",0.0002162,0
"FLNT","Plecoptera","Perlidae","Neoperla","larva","Neoperla",0.0181894296530599,
"FLNT","Plecoptera","Perlidae",,"larva","Perlidae",0.00262177508935175,0.0048111501787035
"FLNT","Trichoptera","Glossosomatidae","Protoptila","larva","Protoptila",0.00188473655036553,0.00180024989838128
"FLNT","Trichoptera","Glossosomatidae",,"larva","Glossosomatidae",0.0005152,0.000364301413667309
"FLNT","Trichoptera","Hydropsychidae","Cheumatopsyche","larva","Cheumatopsyche",0.0124248657623401,
"FLNT","Trichoptera","Hydropsychidae","Hydropsyche","larva","Hydropsyche",0.0152049087543505,0.0235210147192668
"FLNT","Trichoptera","Hydropsychidae",,"larva","Hydropsychidae",0.0001288,
"FLNT","Trichoptera","Hydropsychidae",,"pupa","Hydropsychidae",0.0471833025994115,
"FLNT","Trichoptera","Hydroptilidae","Hydroptila","larva","Hydroptila",0.00191770869784364,0.00140871776872983
"FLNT","Trichoptera","Hydroptilidae","Orthotrichia","larva","Orthotrichia",0.0001288,
"FLNT","Trichoptera","Hydroptilidae",,"larva","Hydroptilidae",0.0001932,9.10753534168273e-05
"FLNT","Trichoptera","Leptoceridae","Ceraclea","larva","Ceraclea",0.0003864,0
"FLNT","Trichoptera","Leptoceridae","Nectopsyche","larva","Nectopsyche",0.00347654957518661,0.00287788073390711
"FLNT","Trichoptera","Leptoceridae","Oecetis","larva","Oecetis",0.000435998270265599,0.000425441370968904
"FLNT","Trichoptera","Leptoceridae",,"larva","Leptoceridae",0.0001288,
