"siteID","SampleDate.SampleEvent","Name.Site","Latitude.Site","Longitude.Site","EcosystemType.Site","Type.OrganismStoichiometry","CarbonMean.OrganismStoichiometry","CarbonUnits.OrganismStoichiometry","NitrogenMean.OrganismStoichiometry","NitrogenUnits.OrganismStoichiometry","PhosphorusMean.OrganismStoichiometry","PhosphorusUnits.OrganismStoichiometry","CarbonToNitrogenRatio.OrganismStoichiometry","CarbonToPhosphorusRatio.OrganismStoichiometry","NitrogenToPhosphorusRatio.OrganismStoichiometry"
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",442.7726517,"ugC_cm2",56.65118454,"ugN_cm2",3.5165212,"ugP_cm2",9.1146354,324.70854612,35.6249627
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",363.55704489,"ugC_cm2",43.3900665,"ugN_cm2",5.28802993,"ugP_cm2",9.77124171,177.29840589,18.1449207
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",521.29135495,"ugC_cm2",63.81192851,"ugN_cm2",4.90866584,"ugP_cm2",9.52678052,273.86922016,28.74730025
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",226.08250208,"ugC_cm2",31.79260183,"ugN_cm2",3.61003741,"ugP_cm2",8.29293741,161.5033069,19.47480114
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",1164.54925187,"ugC_cm2",152.30029094,"ugN_cm2",4.32200748,"ugP_cm2",8.9171205,694.86192759,77.92447438
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",923.88913134,"ugC_cm2",98.61429759,"ugN_cm2",9.18214879,"ugP_cm2",10.92565493,259.47869335,23.74948642
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",1050.61845387,"ugC_cm2",111.80860349,"ugN_cm2",9.00436409,"ugP_cm2",10.95815172,300.89720099,27.45875478
"GUIL",2019-07-01,"rio yahuecas neon",18.17406,-66.79868,"Stream","Periphyton",521.64723608,"ugC_cm2",52.97558188,"ugN_cm2",5.24646717,"ugP_cm2",11.48335213,256.41068669,22.32890569
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",571.39526185,"ugC_cm2",83.8050187,"ugN_cm2",1.98373857,"ugP_cm2",7.95122632,742.81107051,93.42094428
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",247.92814838,"ugC_cm2",38.61892145,"ugN_cm2",2.52582086,"ugP_cm2",7.4867478,253.1334049,33.81086308
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",389.9066916,"ugC_cm2",63.23732336,"ugN_cm2",4.15341854,"ugP_cm2",7.19042758,242.09240349,33.66870755
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",644.64822319,"ugC_cm2",102.08026808,"ugN_cm2",4.91354946,"ugP_cm2",7.36458867,338.34022074,45.94149597
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",489.30340399,"ugC_cm2",72.39024314,"ugN_cm2",3.69106608,"ugP_cm2",7.8825314,341.86338344,43.36974587
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",358.15663965,"ugC_cm2",51.69846218,"ugN_cm2",2.56198047,"ugP_cm2",8.07909825,360.51501977,44.62317561
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",441.06021405,"ugC_cm2",64.10749169,"ugN_cm2",2.59226933,"ugP_cm2",8.02336605,438.77707954,54.68740633
"CUPE",2019-06-25,"rio cupeyes neon",18.11352,-66.98676,"Stream","Periphyton",433.25057149,"ugC_cm2",69.2281276,"ugN_cm2",3.44622818,"ugP_cm2",7.29833958,324.20617716,44.42190909
"BLWA",2019-06-25,"black warrior river neon",32.538719,-87.799214,"River","Periphyton",233.33270989,"ugC_cm2",60.32496883,"ugN_cm2",12.06047382,"ugP_cm2",4.51072163,49.89274805,11.06092376
"BLWA",2019-06-25,"black warrior river neon",32.536187,-87.799447,"River","Periphyton",485.16656276,"ugC_cm2",56.28979634,"ugN_cm2",5.89811929,"ugP_cm2",10.05144943,212.13067837,21.10448645
"BLWA",2019-06-25,"black warrior river neon",32.540444,-87.797122,"River","Periphyton",473.74153159,"ugC_cm2",62.26714464,"ugN_cm2",8.01678096,"ugP_cm2",8.87258189,152.39391008,17.17582458
"BLWA",2019-06-25,"black warrior river neon",32.54292,-87.798066,"River","Periphyton",393.82746259,"ugC_cm2",44.76491064,"ugN_cm2",3.76906692,"ugP_cm2",10.25972648,269.46249066,26.26410081
"BLWA",2019-06-25,"black warrior river neon",32.5451,-87.796939,"River","Periphyton",617.53948462,"ugC_cm2",60.32496883,"ugN_cm2",8.04795303,"ugP_cm2",11.9380978,197.88162497,16.57564114
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",153.47563383,"ugC_cm2",16.92103076,"ugN_cm2",5.93142145,"ugP_cm2",10.57742923,66.72780251,6.30850853
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",538.90705528,"ugC_cm2",65.93178512,"ugN_cm2",5.61611596,"ugP_cm2",9.53205506,247.45941008,25.96076172
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",188.08229426,"ugC_cm2",12.82029302,"ugN_cm2",4.44066916,"ugP_cm2",17.10871807,109.22590848,6.38422517
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",542.34476309,"ugC_cm2",58.9238882,"ugN_cm2",5.10588113,"ugP_cm2",10.73375212,273.92452767,25.51992301
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",368.5060266,"ugC_cm2",41.8854946,"ugN_cm2",6.75103907,"ugP_cm2",10.26002583,140.76676945,13.71992349
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",76.20848771,"ugC_cm2",17.62796817,"ugN_cm2",42.3773998,"ugP_cm2",5.04160241,4.63762051,0.91987034
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",221.6226423,"ugC_cm2",29.75658892,"ugN_cm2",5.66257578,"ugP_cm2",8.68557332,100.931394,11.62057936
"SYCA",2019-06-17,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",157.98509599,"ugC_cm2",16.97145504,"ugN_cm2",2.44792018,"ugP_cm2",10.85586785,166.43514436,15.3313532
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",145.22111388,"ugC_cm2",12.38539069,"ugN_cm2",6.83619077,"ugP_cm2",13.67374764,54.78248899,4.00639901
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",301.79748545,"ugC_cm2",21.61066085,"ugN_cm2",9.65014547,"ugP_cm2",16.28602424,80.65066027,4.95213928
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",257.65913342,"ugC_cm2",28.54047174,"ugN_cm2",7.87463633,"ugP_cm2",10.52814608,84.38032742,8.01473752
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",220.41406899,"ugC_cm2",12.38539069,"ugN_cm2",7.25114298,"ugP_cm2",20.75377523,78.38970207,3.77712976
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",183.77348296,"ugC_cm2",16.60510183,"ugN_cm2",2.85972569,"ugP_cm2",12.90650966,165.72370747,12.84031949
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",146.88352037,"ugC_cm2",15.2282315,"ugN_cm2",3.63892352,"ugP_cm2",11.24840927,104.09414791,9.25412166
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",183.77348296,"ugC_cm2",16.60510183,"ugN_cm2",4.62806525,"ugP_cm2",12.90650966,102.40226035,7.93415595
"MCRA",2019-05-30,"mcrae creek neon",44.259598,-122.165554,"Stream","Periphyton",218.81587697,"ugC_cm2",21.31312344,"ugN_cm2",4.67030341,"ugP_cm2",11.97289676,120.82586288,10.09161486
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",183.25187032,"ugC_cm2",17.80574605,"ugN_cm2",6.53137988,"ugP_cm2",12.00205875,72.35518227,6.02856425
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",140.14115752,"ugC_cm2",14.02467789,"ugN_cm2",2.72267249,"ugP_cm2",11.65306885,132.73836628,11.3908506
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",178.93344763,"ugC_cm2",20.25961139,"ugN_cm2",1.58385287,"ugP_cm2",10.29977948,291.34184414,28.28622152
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",88.77966542,"ugC_cm2",9.87702618,"ugN_cm2",0.49625935,"ugP_cm2",10.48225707,461.35047335,44.01251278
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",344.05361596,"ugC_cm2",43.76054655,"ugN_cm2",1.46134663,"ugP_cm2",9.16876616,607.15426979,66.21984456
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",639.46072319,"ugC_cm2",69.89692436,"ugN_cm2",5.28002909,"ugP_cm2",10.66899019,312.3228286,29.27388844
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",1009.50187032,"ugC_cm2",103.64614505,"ugN_cm2",4.54842062,"ugP_cm2",11.35851305,572.36448616,50.39079353
"OKSR",2019-05-30,"oksrukuyik creek neon",68.669753,-149.143018,"Stream","Periphyton",178.91027639,"ugC_cm2",21.9027951,"ugN_cm2",1.19446176,"ugP_cm2",9.52583937,386.26842212,40.54954185
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",319.09154198,"ugC_cm2",32.64775561,"ugN_cm2",3.91344555,"ugP_cm2",11.39802143,210.27234938,18.44814476
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",660.15419784,"ugC_cm2",91.72921862,"ugN_cm2",9.81244805,"ugP_cm2",8.3927677,173.49788672,20.67230893
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",232.01859933,"ugC_cm2",33.32574813,"ugN_cm2",3.31140898,"ugP_cm2",8.11914692,180.69084512,22.2549052
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",700.51028678,"ugC_cm2",94.75103907,"ugN_cm2",10.35920615,"ugP_cm2",8.62180197,174.38704225,20.22628714
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",185.00020781,"ugC_cm2",22.43703242,"ugN_cm2",2.77670407,"ugP_cm2",9.61555394,171.81805135,17.86876268
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",206.85484206,"ugC_cm2",22.32211139,"ugN_cm2",5.01423525,"ugP_cm2",10.80682025,106.38665558,9.84439947
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",280.84195761,"ugC_cm2",37.2048005,"ugN_cm2",4.25415628,"ugP_cm2",8.80299629,170.24513977,19.33945376
"BLDE",2019-05-07,"blacktail deer creek neon",44.95011,-110.58715,"Stream","Periphyton",611.43266833,"ugC_cm2",83.14214464,"ugN_cm2",8.69066916,"ugP_cm2",8.57620046,181.43521846,21.15566437
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",202.11377805,"ugC_cm2",51.7244389,"ugN_cm2",3.28735453,"ugP_cm2",4.5568805,158.55339539,34.79428426
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",264.06166874,"ugC_cm2",18.60240025,"ugN_cm2",1.91822527,"ugP_cm2",16.55403567,355.00292049,21.4450982
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",388.24880507,"ugC_cm2",55.5127286,"ugN_cm2",10.48446592,"ugP_cm2",8.1561473,95.49705655,11.7085988
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",239.47293225,"ugC_cm2",34.46597049,"ugN_cm2",5.06270781,"ugP_cm2",8.10276844,121.98312045,15.05449914
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",199.67658978,"ugC_cm2",22.93162926,"ugN_cm2",3.41017249,"ugP_cm2",10.15452812,151.00000969,14.87021435
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",369.51309227,"ugC_cm2",33.88523483,"ugN_cm2",8.34793225,"ugP_cm2",12.71706346,114.1503073,8.976153
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",299.96612635,"ugC_cm2",33.42394015,"ugN_cm2",4.66697839,"ugP_cm2",10.46603246,165.7534572,15.8372772
"MART",2019-04-30,"martha creek neon",45.790835,-121.933788,"Stream","Periphyton",250.00415628,"ugC_cm2",27.6979946,"ugN_cm2",5.7997714,"ugP_cm2",10.52607379,111.1635795,10.56078285
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",53.85764755,"ugC_cm2",6.50727348,"ugN_cm2",0.57486492,"ugP_cm2",9.65196699,241.60601486,25.03179042
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",78.45698254,"ugC_cm2",8.30709684,"ugN_cm2",1.5361596,"ugP_cm2",11.0141208,131.71081344,11.95835926
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",49.24210308,"ugC_cm2",5.0482128,"ugN_cm2",1.05621363,"ugP_cm2",11.37539397,120.22948715,10.56925918
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",38.96285328,"ugC_cm2",3.93339568,"ugN_cm2",0.42295303,"ugP_cm2",11.55182562,237.56626989,20.56525762
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",90.43859102,"ugC_cm2",11.21477556,"ugN_cm2",0.99433707,"ugP_cm2",9.40439168,234.55588053,24.94110077
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",211.90985399,"ugC_cm2",16.25693718,"ugN_cm2",3.80232183,"ugP_cm2",15.20127207,143.72372021,9.45471665
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",260.13754126,"ugC_cm2",21.32569215,"ugN_cm2",8.76843718,"ugP_cm2",14.22549551,76.50802768,5.37823288
"HOPB",2019-04-17,"lower hop brook neon",42.471941,-72.329526,"Stream","Periphyton",198.91087218,"ugC_cm2",15.72000017,"ugN_cm2",4.67006652,"ugP_cm2",14.75616432,109.84027848,7.44368767
"TOMB",2019-04-09,"lower tombigbee river neon",31.853668,-88.159787,"River","Periphyton",407.04655029,"ugC_cm2",68.02322319,"ugN_cm2",6.63923525,"ugP_cm2",6.97837622,158.10739809,22.65676042
"TOMB",2019-04-09,"lower tombigbee river neon",31.85709,-88.156374,"River","Periphyton",747.87261014,"ugC_cm2",97.58199293,"ugN_cm2",11.14275769,"ugP_cm2",8.93769339,173.08566937,19.3658097
"TOMB",2019-04-09,"lower tombigbee river neon",31.850973,-88.158592,"River","Periphyton",390.5655133,"ugC_cm2",96.717633,"ugN_cm2",12.96513924,"ugP_cm2",4.70929331,77.68602101,16.49632245
"TOMB",2019-04-09,"lower tombigbee river neon",31.854416,-88.156161,"River","Periphyton",498.25472776,"ugC_cm2",99.1257793,"ugN_cm2",18.71347672,"ugP_cm2",5.86181788,68.66305418,11.71361097
"TOMB",2019-04-09,"lower tombigbee river neon",31.849571,-88.161916,"River","Periphyton",675.28317747,"ugC_cm2",95.33754156,"ugN_cm2",25.55385495,"ugP_cm2",8.26017959,68.14840189,8.25023248
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",103.85375104,"ugC_cm2",13.44638404,"ugN_cm2",1.52197631,"ugP_cm2",9.00708339,175.97074196,19.53692824
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",118.88959892,"ugC_cm2",15.59507481,"ugN_cm2",2.71248961,"ugP_cm2",8.89045334,113.03213975,12.71387807
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",718.15040524,"ugC_cm2",80.6076995,"ugN_cm2",8.59076268,"ugP_cm2",10.38978093,215.58069047,20.74930087
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",523.13061097,"ugC_cm2",65.9992207,"ugN_cm2",16.7108271,"ugP_cm2",9.24355082,80.73063306,8.73372523
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",214.7363882,"ugC_cm2",24.12988362,"ugN_cm2",3.95672278,"ugP_cm2",10.37810175,139.95750492,13.48584821
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",159.5109254,"ugC_cm2",15.91392304,"ugN_cm2",4.7474318,"ugP_cm2",11.68908963,86.64786593,7.41271294
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",63.79020714,"ugC_cm2",7.06727854,"ugN_cm2",1.77801869,"ugP_cm2",10.5261441,92.52175458,8.78971005
"POSE",2019-04-04,"posey creek neon",38.89431,-78.147258,"Stream","Periphyton",137.05860559,"ugC_cm2",13.20147777,"ugN_cm2",3.11106433,"ugP_cm2",12.10741051,113.61181233,9.38365906
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",242.35034944,"ugC_cm2",19.63005221,"ugN_cm2",2.76869316,"ugP_cm2",14.39758672,225.73296829,15.67852812
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",189.10874874,"ugC_cm2",15.83978191,"ugN_cm2",3.17097508,"ugP_cm2",13.92290727,153.79597263,11.04625418
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",278.34733917,"ugC_cm2",27.31708909,"ugN_cm2",3.37836814,"ugP_cm2",11.88283762,212.47423387,17.88076557
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",357.73550499,"ugC_cm2",17.54758936,"ugN_cm2",1.16635495,"ugP_cm2",23.77453823,790.9653901,33.2694323
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",457.536835,"ugC_cm2",51.07626766,"ugN_cm2",3.90315877,"ugP_cm2",10.44658679,302.29851685,28.93753939
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",420.15762677,"ugC_cm2",45.00129884,"ugN_cm2",3.48971322,"ugP_cm2",10.88816542,310.49076213,28.51635241
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",518.10764755,"ugC_cm2",99.68017456,"ugN_cm2",3.76137781,"ugP_cm2",6.06148061,355.2214768,58.60308719
"MAYF",2019-04-02,"mayfield creek neon",32.960365,-87.407688,"Stream","Periphyton",550.71472361,"ugC_cm2",52.16152328,"ugN_cm2",2.3372818,"ugP_cm2",12.3124344,607.63360105,49.35121532
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",661.26594971,"ugC_cm2",39.00353283,"ugN_cm2",7.38996259,"ugP_cm2",19.77150468,230.75976637,11.67133054
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",754.59912718,"ugC_cm2",13.92497922,"ugN_cm2",6.10982959,"ugP_cm2",63.19595051,318.50288551,5.03992555
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",668.03564007,"ugC_cm2",48.26937864,"ugN_cm2",31.63809227,"ugP_cm2",16.13969904,54.45221053,3.37380582
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",299.51511845,"ugC_cm2",26.66869285,"ugN_cm2",4.08099543,"ugP_cm2",13.09738298,189.26870516,14.45087965
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",544.65336658,"ugC_cm2",195.8441916,"ugN_cm2",22.4969867,"ugP_cm2",3.24322444,62.43412236,19.25063266
"MCDI",2019-04-02,"mcdiffett creek neon",38.945861,-96.443022,"Stream","Periphyton",630.28725062,"ugC_cm2",41.38580632,"ugN_cm2",12.25654613,"ugP_cm2",17.76047632,132.61620274,7.46692827
"REDB",2019-04-02,"red butte creek neon",40.783934,-111.797887,"Stream","Periphyton",87.1003705,"ugC_cm2",757.36645335,"ugN_cm2",25.86114853,"ugP_cm2",0.13411626,8.68557078,64.76150291
"REDB",2019-04-02,"red butte creek neon",40.783934,-111.797887,"Stream","Periphyton",60.68447289,"ugC_cm2",705.20807511,"ugN_cm2",27.49959751,"ugP_cm2",0.10035241,5.69085365,56.70868832
"REDB",2019-04-02,"red butte creek neon",40.783934,-111.797887,"Stream","Periphyton",67.33058269,"ugC_cm2",1085.37436847,"ugN_cm2",50.49943163,"ugP_cm2",0.07234363,3.4383656,47.52824018
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",182.17851205,"ugC_cm2",15.43869493,"ugN_cm2",2.68142145,"ugP_cm2",13.76112921,175.20973888,12.73222105
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",72.62733791,"ugC_cm2",3.73753117,"ugN_cm2",1.49864921,"ugP_cm2",22.66119509,124.97590977,5.51497435
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",333.46887988,"ugC_cm2",25.10224439,"ugN_cm2",5.26543017,"ugP_cm2",15.49209904,163.32310323,10.54234825
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",149.10380299,"ugC_cm2",10.74345387,"ugN_cm2",2.9435266,"ugP_cm2",16.18498513,130.63120292,8.07113518
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",304.47256858,"ugC_cm2",11.22158146,"ugN_cm2",3.93838321,"ugP_cm2",31.64183139,199.36842143,6.30078642
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",258.57777431,"ugC_cm2",32.12323358,"ugN_cm2",4.92316085,"ugP_cm2",9.38727293,135.44823126,14.42892226
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",337.22272444,"ugC_cm2",14.48960931,"ugN_cm2",4.8440877,"ugP_cm2",27.14111372,179.52750946,6.61459627
"KING",2019-04-01,"kings creek neon",39.105061,-96.603829,"Stream","Periphyton",314.81894223,"ugC_cm2",36.89993766,"ugN_cm2",6.48503741,"ugP_cm2",9.94953377,125.19141272,12.58264112
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",616.91266625,"ugC_cm2",54.06457814,"ugN_cm2",29.10214048,"ugP_cm2",13.30694543,54.66696012,4.10815242
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",567.32832918,"ugC_cm2",65.8555611,"ugN_cm2",13.32897756,"ugP_cm2",10.0463782,109.76498035,10.92582602
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",399.58842477,"ugC_cm2",45.88824813,"ugN_cm2",2.54836866,"ugP_cm2",10.15497664,404.36803139,39.81969096
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",437.0377182,"ugC_cm2",48.16521197,"ugN_cm2",3.03122402,"ugP_cm2",10.58163925,371.81512826,35.13776262
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",298.39089776,"ugC_cm2",43.08951579,"ugN_cm2",14.51288446,"ugP_cm2",8.07572394,53.02223177,6.56563203
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",123.01633547,"ugC_cm2",20.37281071,"ugN_cm2",7.86123274,"ugP_cm2",7.04172958,40.3550883,5.73084891
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",291.93604749,"ugC_cm2",22.81102644,"ugN_cm2",5.4129126,"ugP_cm2",14.92486472,139.0858278,9.3190679
"LECO",2019-03-27,"leconte creek neon",35.690428,-83.50379,"Stream","Periphyton",314.34860222,"ugC_cm2",23.69406787,"ugN_cm2",4.57172028,"ugP_cm2",15.47174906,177.32013529,11.46089783
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",195.25945553,"ugC_cm2",37.42440773,"ugN_cm2",2.87676642,"ugP_cm2",6.0844965,175.03852463,28.76795553
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",71.43090191,"ugC_cm2",8.90554863,"ugN_cm2",3.62364921,"ugP_cm2",9.35390515,50.83538947,5.43467019
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",341.57283874,"ugC_cm2",38.51392352,"ugN_cm2",12.08551538,"ugP_cm2",10.34267964,72.8860348,7.04711326
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",322.10240025,"ugC_cm2",65.49220698,"ugN_cm2",19.31468204,"ugP_cm2",5.73550738,43.00634833,7.49826397
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",66.03112012,"ugC_cm2",9.11050499,"ugN_cm2",2.77748337,"ugP_cm2",8.45227701,61.30887778,7.2535339
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",1082.78847861,"ugC_cm2",105.92797676,"ugN_cm2",135.48212799,"ugP_cm2",11.92066425,20.61046485,1.72896949
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",484.82376221,"ugC_cm2",68.08039323,"ugN_cm2",46.49048501,"ugP_cm2",8.30480327,26.8934173,3.23829673
"SYCA",2019-03-26,"sycamore creek neon",33.750993,-111.508091,"Stream","Periphyton",1375.54492253,"ugC_cm2",110.59973897,"ugN_cm2",303.85622263,"ugP_cm2",14.50401311,11.67435281,0.80490501
"LEWI",2019-03-20,"lewis run neon",39.095637,-77.983216,"Stream","Periphyton",598.88237739,"ugC_cm2",48.37640274,"ugN_cm2",8.79738155,"ugP_cm2",14.43695059,175.55543376,12.16014647
"LEWI",2019-03-20,"lewis run neon",39.095637,-77.983216,"Stream","Periphyton",605.83167082,"ugC_cm2",45.80075852,"ugN_cm2",11.70521613,"ugP_cm2",15.42576852,133.47462409,8.65270498
"LEWI",2019-03-20,"lewis run neon",39.095637,-77.983216,"Stream","Periphyton",536.90991272,"ugC_cm2",34.16651081,"ugN_cm2",19.54712178,"ugP_cm2",18.32602608,70.83449041,3.86524008
"LEWI",2019-03-20,"lewis run neon",39.095637,-77.983216,"Stream","Periphyton",187.7598939,"ugC_cm2",13.62899966,"ugN_cm2",6.80010104,"ugP_cm2",16.06594803,71.2055156,4.4320768
